Lufttemperatur	Nedbør (1 t)	Actual Total Load [MW] - BZN|NO1	inflasjon
3,3	0	5191.0	3.3
3,3	0	5000.0	3.3
3,2	0,1	4834.0	3.3
3,1	1	4701.0	3.3
2,8	1,6	4495.0	3.3
3,8	1,4	4353.0	3.3
5,4	0,5	4222.0	3.3
5,2	0,1	4167.0	3.3
5	0	4147.0	3.3
5	0	4146.0	3.3
4,8	0	4248.0	3.3
4,9	0	4332.0	3.3
5,1	0	4525.0	3.3
5,1	0	4778.0	3.3
5	0	5025.0	3.3
4,8	0	5162.0	3.3
5,1	0	5193.0	3.3
4,6	0,2	5161.0	3.3
4,7	0,3	5193.0	3.3
4,6	0,9	5192.0	3.3
4,9	0,5	5224.0	3.3
4,8	0	5276.0	3.3
4,7	0	5234.0	3.3
5	0	5200.0	3.3
4,6	0	5121.0	3.3
4,5	0	4989.0	3.3
3,9	0	4775.0	3.3
3,3	0	4571.0	3.3
3,4	0	4362.0	3.3
3,7	0	4215.0	3.3
3,8	0,1	4162.0	3.3
4,1	0	4168.0	3.3
4,3	0	4239.0	3.3
4,3	0	4443.0	3.3
4,3	0	5079.0	3.3
4,2	0,1	5742.0	3.3
3,9	0,4	5885.0	3.3
3,4	1,1	5879.0	3.3
1,9	2	5924.0	3.3
1,7	1,2	5905.0	3.3
0,8	1,9	5936.0	3.3
0,7	1,9	5945.0	3.3
1,2	1,8	5886.0	3.3
1,9	0,9	5849.0	3.3
2,5	1	5909.0	3.3
3,6	0,8	5899.0	3.3
3,9	0,2	5788.0	3.3
4	0,2	5697.0	3.3
3,6	0,3	5567.0	3.3
3,8	0	5412.0	3.3
3,6	0,3	5081.0	3.3
3,7	0,5	4740.0	3.3
3,6	1,8	4468.0	3.3
3,7	2	4299.0	3.3
3,8	0,2	4240.0	3.3
3,8	0	4222.0	3.3
3,8	0	4280.0	3.3
3,9	0,6	4498.0	3.3
3,8	0,2	5079.0	3.3
3,6	0,2	5806.0	3.3
3,2	0,3	5844.0	3.3
2,9	0,4	5787.0	3.3
3	0,1	5707.0	3.3
3,3	0,1	5619.0	3.3
3,6	0	5555.0	3.3
3,7	0	5458.0	3.3
5,1	0	5460.0	3.3
4,3	0	5485.0	3.3
4,1	0	5638.0	3.3
3,3	0	5847.0	3.3
2,6	0	5813.0	3.3
2,2	0	5738.0	3.3
1,9	0	5585.0	3.3
2,4	0	5345.0	3.3
2,5	0	5081.0	3.3
2,4	0	4702.0	3.3
2,5	0	4486.0	3.3
2,4	0	4348.0	3.3
2,4	0	4326.0	3.3
2,4	0	4322.0	3.3
2,4	0	4317.0	3.3
2,5	0	4504.0	3.3
2,4	0	5179.0	3.3
2,4	0	5871.0	3.3
2,4	0	5978.0	3.3
2,2	0	5903.0	3.3
2,5	0	5836.0	3.3
2,4	0	5779.0	3.3
3,3	0	5782.0	3.3
3,1	0	5725.0	3.3
2,9	0	5710.0	3.3
3	0	5712.0	3.3
2,4	0	5828.0	3.3
2,1	0	5968.0	3.3
1,9	0	5930.0	3.3
1,3	0	5832.0	3.3
1	0	5723.0	3.3
0,4	0	5538.0	3.3
0,6	0	5184.0	3.3
1,3	0	4845.0	3.3
1,6	0	4532.0	3.3
1,7	0	4447.0	3.3
1,5	0	4392.0	3.3
1,3	0	4412.0	3.3
1,2	0	4453.0	3.3
0,9	0	4710.0	3.3
0,8	0	5422.0	3.3
0,3	0	6136.0	3.3
0,5	0	6210.0	3.3
0,5	0	6190.0	3.3
0,9	0	6128.0	3.3
0,8	0	6054.0	3.3
0,9	0	5990.0	3.3
2,4	0	5892.0	3.3
2,3	0	5872.0	3.3
1,9	0	5838.0	3.3
1,1	0	5962.0	3.3
0,1	0	6235.0	3.3
-0,4	0	6279.0	3.3
-0,9	0	6191.0	3.3
-1,4	0	6085.0	3.3
-1,7	0	5921.0	3.3
-2	0	5628.0	3.3
-2,4	0	5305.0	3.3
-2,6	0	5077.0	3.3
-2,6	0	4961.0	3.3
-2,9	0	4913.0	3.3
-2,7	0	4941.0	3.3
-3,1	0	4998.0	3.3
-2,4	0	5176.0	3.3
-2,4	0	5851.0	3.3
-2,1	0	6544.0	3.3
-1,8	0	6640.0	3.3
-1,8	0	6536.0	3.3
-1,9	0	6456.0	3.3
-1,5	0	6335.0	3.3
-0,9	0	6270.0	3.3
-1	0	6256.0	3.3
-1,4	0	6256.0	3.3
-0,9	0	6271.0	3.3
-2	0	6360.0	3.3
-2,1	0	6512.0	3.3
-2,6	0	6454.0	3.3
-2,5	0	6308.0	3.3
-2,8	0	6081.0	3.3
-3,1	0,1	5872.0	3.3
-3,1	0,1	5591.0	3.3
-3,2	0	5360.0	3.3
-3,2	0	5153.0	3.3
-3,2	0	5012.0	3.3
-3,3	0	4903.0	3.3
-3,5	0	4910.0	3.3
-3,8	0,1	4961.0	3.3
-3,4	0	5031.0	3.3
-3,7	0	5175.0	3.3
-3,7	0	5410.0	3.3
-4	0	5712.0	3.3
-3,9	0	5956.0	3.3
-3,7	0	6064.0	3.3
-3,6	0	6047.0	3.3
-2,9	0	5920.0	3.3
-3,1	0	5818.0	3.3
-2,1	0	5728.0	3.3
-2,2	0	5754.0	3.3
-2,6	0	5860.0	3.3
-2,8	0	6145.0	3.3
-3,1	0	6193.0	3.3
-3,3	0	6081.0	3.3
-3,4	0	5903.0	3.3
-3,7	0	5745.0	3.3
-4,7	0	5612.0	3.3
-5,9	0	5467.0	3.3
-5,6	0	5284.0	3.3
-5,1	0	5161.0	3.3
-5,4	0	5114.0	3.3
-5,8	0	5110.0	3.3
-5,8	0	5118.0	3.3
-6,1	0	5197.0	3.3
-6,3	0	5342.0	3.3
-7,4	0	5514.0	3.3
-7,8	0	5739.0	3.3
-6,7	0	5958.0	3.3
-5,5	0	6028.0	3.3
-4,9	0	5975.0	3.3
-4,6	0	5908.0	3.3
-3,5	0	5786.0	3.3
-2,6	0	5732.0	3.3
-2,8	0	5713.0	3.3
-3,7	0	5829.0	3.3
-4,7	0	6122.0	3.3
-6	0	6291.0	3.3
-6,6	0	6332.0	3.3
-7,5	0	6304.0	3.3
-8,3	0	6234.0	3.3
-8	0	6046.0	3.3
-8,8	0	5830.0	3.3
-8,9	0	5620.0	3.3
-9,5	0	5565.0	3.3
-9,5	0	5538.0	3.3
-9,6	0	5582.0	3.3
-9,5	0	5662.0	3.3
-10	0	5889.0	3.3
-10,2	0	6575.0	3.3
-9,7	0	7303.0	3.3
-9,8	0	7404.0	3.3
-8,5	0	7302.0	3.3
-6,8	0	7106.0	3.3
-4,4	0	6819.0	3.3
-1,3	0	6620.0	3.3
0	0	6411.0	3.3
1,2	0	6292.0	3.3
2,3	0	6169.0	3.3
2,1	0	6295.0	3.3
0,4	0	6628.0	3.3
-1	0	6722.0	3.3
-2,6	0	6680.0	3.3
-3,5	0	6587.0	3.3
-4,7	0	6447.0	3.3
-5	0	6179.0	3.3
-6,3	0	5846.0	3.3
-6,8	0	5609.0	3.3
-7	0	5535.0	3.3
-7,9	0	5517.0	3.3
-8,1	0	5560.0	3.3
-8	0	5651.0	3.3
-9	0	5981.0	3.3
-9,2	0	6665.0	3.3
-9	0	7335.0	3.3
-9,2	0	7432.0	3.3
-8,6	0	7322.0	3.3
-6,7	0	7173.0	3.3
-5,2	0	6943.0	3.3
-3,3	0	6737.0	3.3
-2,7	0	6610.0	3.3
-1,9	0	6518.0	3.3
-1,8	0	6456.0	3.3
-1,6	0	6583.0	3.3
-2,7	0	6787.0	3.3
-3	0	6819.0	3.3
-2,9	0	6685.0	3.3
-2,5	0	6474.0	3.3
-1,8	0	6217.0	3.3
-0,7	0	5881.0	3.3
0,2	0	5475.0	3.3
1,5	0	5187.0	3.3
2,1	0	5022.0	3.3
2,3	0	4947.0	3.3
2,4	0	4919.0	3.3
2,4	0	4985.0	3.3
2	0	5180.0	3.3
1,9	0	5789.0	3.3
1,4	0	6266.0	3.3
1,6	0	6520.0	3.3
1,8	0	6434.0	3.3
1,9	0	6387.0	3.3
2	0	6301.0	3.3
2	0	6339.0	3.3
1,8	0	6257.0	3.3
1,7	0	6203.0	3.3
1,5	0	6225.0	3.3
0,9	0	6299.0	3.3
0,6	0	6492.0	3.3
0,4	0	6494.0	3.3
0,4	0	6317.0	3.3
0,2	0	6122.0	3.3
0,2	0	5971.0	3.3
0,2	0	5695.0	3.3
-0,6	0	5363.0	3.3
-0,8	0	5113.0	3.3
-0,9	0	4996.0	3.3
-1,7	0	4975.0	3.3
-2,4	0	5027.0	3.3
-3,2	0	5127.0	3.3
-3,8	0	5383.0	3.3
-3,8	0	6032.0	3.3
-3,6	0	6635.0	3.3
-3,7	0	6807.0	3.3
-3,9	0	6786.0	3.3
-3,1	0	6719.0	3.3
-2,7	0	6599.0	3.3
-2,6	0	6547.0	3.3
-2,4	0	6468.0	3.3
-2	0	6436.0	3.3
-1,8	0	6445.0	3.3
-1,8	0	6483.0	3.3
-2,3	0	6602.0	3.3
-2,4	0	6617.0	3.3
-3,3	0	6494.0	3.3
-3	0	6378.0	3.3
-2,6	0	6134.0	3.3
-2,6	0	5824.0	3.3
-2,4	0	5471.0	3.3
-2,4	0	5246.0	3.3
-2,4	0	5088.0	3.3
-2,2	0	5029.0	3.3
-2,1	0	5068.0	3.3
-2,3	0	5124.0	3.3
-2,3	0	5338.0	3.3
-2,2	0	5961.0	3.3
-2,1	0	6617.0	3.3
-1,8	0	6732.0	3.3
-1,7	0	6691.0	3.3
-1,4	0	6598.0	3.3
-0,9	0	6482.0	3.3
-0,5	0	6466.0	3.3
-0,2	0	6369.0	3.3
0,1	0	6289.0	3.3
0,4	0	6194.0	3.3
0,3	0	6219.0	3.3
-0,5	0	6333.0	3.3
-0,8	0	6299.0	3.3
-0,1	0	6136.0	3.3
0,1	0	5899.0	3.3
0,8	0,3	5692.0	3.3
0,9	0	5421.0	3.3
1	0	5171.0	3.3
0,9	0	4972.0	3.3
1,1	0	4802.0	3.3
1,1	0,1	4722.0	3.3
1,4	0,6	4687.0	3.3
1,4	0,2	4687.0	3.3
1,4	0,1	4765.0	3.3
1,1	0,3	4927.0	3.3
1	0,5	5124.0	3.3
1	0,6	5383.0	3.3
0,6	0,6	5738.0	3.3
0,8	0,7	5913.0	3.3
0,4	0,7	5937.0	3.3
0,7	0,5	5849.0	3.3
0,6	0,6	5774.0	3.3
0,5	1,7	5686.0	3.3
0,8	0,5	5636.0	3.3
0,4	1,2	5609.0	3.3
0,7	0,4	5696.0	3.3
1	0	5772.0	3.3
1,1	0	5679.0	3.3
1,3	0	5501.0	3.3
0,8	0	5325.0	3.3
0,3	0	5159.0	3.3
0,5	0	4970.0	3.3
-0,1	0	4834.0	3.3
-0,3	0	4700.0	3.3
-0,7	0	4683.0	3.3
-1	0	4696.0	3.3
-1,5	0	4711.0	3.3
-1,6	0	4765.0	3.3
-1,9	0	4937.0	3.3
-1,5	0	5017.0	3.3
-2,3	0	5195.0	3.3
-1,3	0	5414.0	3.3
-1,1	0	5458.0	3.3
-0,3	0	5428.0	3.3
0,7	0	5305.0	3.3
1,4	0	5180.0	3.3
2,4	0	5132.0	3.3
3,3	0	5121.0	3.3
3,5	0	5169.0	3.3
2,8	0	5404.0	3.3
1,7	0	5569.0	3.3
1,1	0	5578.0	3.3
0,4	0	5519.0	3.3
-1,1	0	5424.0	3.3
-0,3	0	5166.0	3.3
-0,1	0	4942.0	3.3
0	0	4806.0	3.3
-1,2	0	4698.0	3.3
-2	0	4703.0	3.3
-3,1	0	4745.0	3.3
-3,4	0	4822.0	3.3
-3,8	0	5046.0	3.3
-4,1	0	5664.0	3.3
-4,3	0	6244.0	3.3
-4,3	0	6395.0	3.3
-2,1	0	6352.0	3.3
-1,9	0	6285.0	3.3
-1,8	0	6185.0	3.3
-1,5	0	6135.0	3.3
-0,5	0	6021.0	3.3
1,6	0	5863.0	3.3
1,9	0	5835.0	3.3
0,6	0	5899.0	3.3
-1,2	0	6155.0	3.3
-2,3	0	6248.0	3.3
-3,2	0	6157.0	3.3
-3	0	6018.0	3.3
-3,1	0	5863.0	3.3
-3	0	5560.0	3.3
-2,9	0	5272.0	3.3
-3,1	0	5009.0	3.3
-3,3	0	4903.0	3.3
-3,7	0	4867.0	3.3
-3,9	0	4903.0	3.3
-4,3	0	5008.0	3.3
-4,7	0	5251.0	3.3
-5,8	0	5881.0	3.3
-6,8	0	6473.0	3.3
-7,2	0	6663.0	3.3
-5,7	0	6587.0	3.3
-3,8	0	6426.0	3.3
-1,5	0	6206.0	3.3
0,4	0	5992.0	3.3
1,4	0	5854.0	3.3
1,8	0	5757.0	3.3
2,8	0	5665.0	3.3
2,4	0	5668.0	3.3
1,5	0	5931.0	3.3
-1	0	6139.0	3.3
-1,6	0	6096.0	3.3
-2,8	0	5975.0	3.3
-3,4	0	5764.0	3.3
-2,8	0	5522.0	3.3
-3,5	0	5216.0	3.3
-3,3	0	4959.0	3.3
-3,1	0	4868.0	3.3
-2,3	0	4864.0	3.3
-4	0	4889.0	3.3
-4,6	0	4994.0	3.3
-4,7	0	5266.0	3.3
-4,9	0	5878.0	3.3
-4,2	0	6444.0	3.3
-4,3	0	6636.0	3.3
-4,2	0	6543.0	3.3
-2,7	-	6272.0	3.3
0,7	0	6003.0	3.3
2,7	0	5807.0	3.3
3,9	0	5619.0	3.3
4,3	0	5510.0	3.3
4,3	0	5460.0	3.3
4,5	0	5543.0	3.3
2,9	0	5837.0	3.3
-0,6	0	6038.0	3.3
-1,1	0	6019.0	3.3
-1,3	0	5882.0	3.3
-1,9	0	5754.0	3.3
-2,8	0	5512.0	3.3
-3,4	0	5262.0	3.3
-4,2	0	5070.0	3.3
-4,5	0	4998.0	3.3
-5,4	0	4990.0	3.3
-6,1	0	5019.0	3.3
-6	0	5141.0	3.3
-6,7	0	5410.0	3.3
-7,1	0	6018.0	3.3
-6,8	0	6584.0	3.3
-6,7	0	6724.0	3.3
-4,7	0	6618.0	3.3
-3,1	0	6484.0	3.3
-1,6	0	6201.0	3.3
2,3	0	6008.0	3.3
2,1	0	5833.0	3.3
3,4	0	5703.0	3.3
3,2	0	5673.0	3.3
3,4	0	5724.0	3.3
2,7	0	5910.0	3.3
1,1	0	6113.0	3.3
-0,1	0	6054.0	3.3
-1,2	0	5945.0	3.3
-1,4	0	5751.0	3.3
-1,8	0	5478.0	3.3
-2,1	0	5187.0	3.3
-2,3	0	4981.0	3.3
-2,7	0	4860.0	3.3
-2,4	0	4804.0	3.3
-1,9	0	4824.0	3.3
-2,1	0	4909.0	3.3
-2	0	5122.0	3.3
-2,1	0	5658.0	3.3
-2,1	0	6189.0	3.3
-2	0	6359.0	3.3
-1	0	6296.0	3.3
0,7	0	6148.0	3.3
3	0	5897.0	3.3
5,5	0	5669.0	3.3
5,3	0	5495.0	3.3
6,5	0	5390.0	3.3
6,2	0	5326.0	3.3
5,9	0	5343.0	3.3
5,8	0	5528.0	3.3
3,4	0	5769.0	3.3
0,2	0	5757.0	3.3
-0,1	0	5590.0	3.3
-0,7	0	5427.0	3.3
-1,7	0	5240.0	3.3
-1,6	0	5036.0	3.3
-3,1	0	4871.0	3.3
-2,8	0	4800.0	3.3
-3,8	0	4781.0	3.3
-4,9	0	4794.0	3.3
-4,9	0	4843.0	3.3
-5,1	0	4951.0	3.3
-5,9	0	5199.0	3.3
-6,5	0	5395.0	3.3
-6,5	0	5632.0	3.3
-4,3	0	5773.0	3.3
-1,9	0	5713.0	3.3
1,1	0	5498.0	3.3
3,4	0	5262.0	3.3
3,3	0	5097.0	3.3
4,2	0	4948.0	3.3
5	0	4879.0	3.3
4,8	0	4954.0	3.3
3,7	0	5264.0	3.3
2	0	5555.0	3.3
-1,2	0	5551.0	3.3
-2,3	0	5446.0	3.3
-2,9	0	5338.0	3.3
-3,5	0	5202.0	3.3
-4	0	5083.0	3.3
-4,9	0	4955.0	3.3
-5,6	0	4855.0	3.3
-5,9	0	4817.0	3.3
-6,1	0	4859.0	3.3
-6	0	4899.0	3.3
-6	0	4991.0	3.3
-6,5	0	5121.0	3.3
-6,1	0	5228.0	3.3
-6,1	0	5377.0	3.3
-3,6	0	5458.0	3.3
-1,5	0	5436.0	3.3
1,9	0	5318.0	3.3
3,1	0	5079.0	3.3
4,6	0	4952.0	3.3
5,3	0	4880.0	3.3
4,3	0	4878.0	3.3
4,8	0	4920.0	3.3
4,1	0	5249.0	3.3
1,1	0	5572.0	3.3
-0,2	0	5627.0	3.3
-1,1	0	5659.0	3.3
-1,9	0	5589.0	3.3
-2,3	0	5413.0	3.3
-3	0	5196.0	3.3
-4,1	0	4980.0	3.3
-4,6	0	4895.0	3.3
-4,8	0	4907.0	3.3
-5,4	0	4984.0	3.3
-6,1	0	5102.0	3.3
-6,5	0	5401.0	3.3
-6,9	0	6097.0	3.3
-7,1	0	6724.0	3.3
-7,1	0	6789.0	3.3
-5,6	0	6751.0	3.3
-5,3	0	6582.0	3.3
-4,4	0	6370.0	3.3
-3,1	0	6278.0	3.3
-2,5	0	6230.0	3.3
-2,1	0	6156.0	3.3
-1,1	0	6103.0	3.3
-0,4	0	6185.0	3.3
-0,6	0	6275.0	3.3
-0,7	0	6358.0	3.3
-0,6	0	6262.0	3.3
-0,9	0	6198.0	3.3
-1,1	0	5991.0	3.3
-0,8	0	5672.0	3.3
-0,7	0	5291.0	3.3
-0,7	0	4974.0	3.3
-0,8	0	4857.0	3.3
-0,7	0	4825.0	3.3
-0,6	0	4835.0	3.3
-0,7	0	4869.0	3.3
-0,9	0	5090.0	3.3
-0,9	0	5722.0	3.3
-0,7	0	6333.0	3.3
-0,5	0	6487.0	3.3
0	0	6441.0	3.3
-0,2	0	6348.0	3.3
-0,1	0	6305.0	3.3
-0,1	0,2	6278.0	3.3
-0,2	0	6265.0	3.3
-0,2	0,1	6274.0	3.3
0	0	6274.0	3.3
0,2	0	6305.0	3.3
0	0	6371.0	3.3
-0,3	0	6414.0	3.3
-0,6	0	6308.0	3.3
-0,7	0	6148.0	3.3
-0,9	0	5965.0	3.3
-0,9	0	5614.0	3.3
-0,9	0	5307.0	3.3
-0,9	0,2	5075.0	3.3
-1,4	0,6	4937.0	3.3
-1,3	0,2	4889.0	3.3
-1,2	0,3	4891.0	3.3
-1,3	0,2	4933.0	3.3
-1,3	0,1	5153.0	3.3
-1,4	0,5	5707.0	3.3
-1,3	0,2	6282.0	3.3
-1,4	0,1	6414.0	3.3
-1,2	0,4	6449.0	3.3
-0,9	0,5	6387.0	3.3
-0,8	0,3	6272.0	3.3
-0,6	0,1	6232.0	3.3
-0,4	0,1	6166.0	3.3
-0,1	0,2	6106.0	3.3
0,2	0,2	6099.0	3.3
0,2	0,2	6185.0	3.3
0,1	0	6265.0	3.3
0,2	0	6373.0	3.3
-0,2	0	6313.0	3.3
-0,2	0,5	6159.0	3.3
-0,4	0,7	5944.0	3.3
-0,5	0,5	5595.0	3.3
-0,7	0,6	5256.0	3.3
-0,7	1,2	5050.0	3.3
-0,6	0,2	4901.0	3.3
-0,9	0,6	4840.0	3.3
-1	0,7	4818.0	3.3
-1	0,9	4883.0	3.3
-1,2	1	5122.0	3.3
-1,3	1,5	5789.0	3.3
-1	0,4	6320.0	3.3
-0,9	0,6	6511.0	3.3
-0,2	0,6	6427.0	3.3
-0,1	0,9	6286.0	3.3
0,4	0,7	6119.0	3.3
1,3	0,2	6069.0	3.3
2	0	5957.0	3.3
2,2	0	5872.0	3.3
1,8	0	5859.0	3.3
1,7	0	5864.0	3.3
1,5	0	5969.0	3.3
1,4	0	6084.0	3.3
1,6	0	6023.0	3.3
1,7	0	5884.0	3.3
1,6	0	5688.0	3.3
1,6	0	5379.0	3.3
1,7	0	5036.0	3.3
1,5	0	4789.0	3.3
1,6	0	4643.0	3.3
1,2	0,2	4595.0	3.3
0,9	0,3	4590.0	3.3
1,2	0	4630.0	3.3
1,2	0	4863.0	3.3
1,2	0	5486.0	3.3
1	0	6026.0	3.3
0,7	0,2	6223.0	3.3
0,5	0,4	6207.0	3.3
0,6	1	6187.0	3.3
0,7	1,1	6090.0	3.3
0,8	0,5	6053.0	3.3
0,8	0,8	5972.0	3.3
1,2	0,6	5848.0	3.3
1,6	0,2	5815.0	3.3
1,2	0,3	5862.0	3.3
0,4	0,7	5911.0	3.3
0,4	0,2	5997.0	3.3
0,7	0,1	5886.0	3.3
0,7	0	5674.0	3.3
0,7	0	5455.0	3.3
0,7	0	5193.0	3.3
0,7	0	4973.0	3.3
0,7	0	4733.0	3.3
0,6	0	4582.0	3.3
0,6	0	4494.0	3.3
0,3	0	4463.0	3.3
0,4	0	4467.0	3.3
0,4	0	4522.0	3.3
0,6	0	4718.0	3.3
0,4	0	4855.0	3.3
0,5	0	5168.0	3.3
0,7	0	5447.0	3.3
1	0	5531.0	3.3
1,5	0	5491.0	3.3
2	0	5400.0	3.3
1,7	0	5398.0	3.3
1,8	0	5283.0	3.3
1,9	0	5252.0	3.3
1,8	0	5302.0	3.3
1,5	0	5481.0	3.3
1,2	0	5675.0	3.3
1,1	0	5560.0	3.3
1,3	0	5339.0	3.3
1,3	0	5178.0	3.3
1,1	0	5007.0	3.3
1	0	4852.0	3.3
0,8	0,1	4682.0	3.3
0,7	0,1	4559.0	3.3
0,7	0,1	4494.0	3.3
0,6	0,1	4455.0	3.3
0,5	0,1	4461.0	3.3
0,5	0,1	4513.0	3.3
0,5	0	4638.0	3.3
0,4	0,2	4708.0	3.3
0,5	0	4915.0	3.3
0,4	0,2	5125.0	3.3
0,9	0	5225.0	3.3
1,2	0	5230.0	3.3
1,3	0	5223.0	3.3
1,3	0	5169.0	3.3
1,9	0,1	5166.0	3.3
1,2	0,3	5254.0	3.3
0,5	0,2	5312.0	3.3
0,2	0	5440.0	3.3
0	0,3	5731.0	3.3
-0,5	0,7	5742.0	3.3
-0,4	0,3	5641.0	3.3
-0,7	0,2	5516.0	3.3
-0,6	0,5	5268.0	3.3
-0,8	0,5	5028.0	3.3
-0,9	0,3	4801.0	3.3
-0,8	0,4	4667.0	3.3
-0,6	0,2	4605.0	3.3
-0,6	0,1	4612.0	3.3
-0,4	0,2	4662.0	3.3
-0,1	0,3	4943.0	3.3
0	0,2	5569.0	3.3
0,1	0,6	6149.0	3.3
0,4	0,7	6259.0	3.3
0,8	0	6215.0	3.3
1	0,2	6090.0	3.3
1,3	0,2	5919.0	3.3
2,3	0	5840.0	3.3
2,3	0,1	5585.0	3.3
2,4	0	5734.0	3.3
2,7	0	5758.0	3.3
2,6	0	5836.0	3.3
1,8	0,1	5871.0	3.3
1,5	0,5	5999.0	3.3
1,1	0,2	5976.0	3.3
1	0	5880.0	3.3
0,8	0,6	5698.0	3.3
0,5	0,2	5401.0	3.3
0,2	0,3	5052.0	3.3
0,1	0	4813.0	3.3
-0,2	0	4694.0	3.3
-0,7	0	4669.0	3.3
-1,3	0	4689.0	3.3
-2,2	0	4758.0	3.3
-2,1	0	5043.0	3.3
-3,3	0	5686.0	3.3
-2,8	0	6237.0	3.3
-1,3	0	6320.0	3.3
-0,2	0	6108.0	3.3
0,9	0	5947.0	3.3
3,7	0	5725.0	3.3
2,7	0	5601.0	3.3
2,6	0	5516.0	3.3
3,4	0	5534.0	3.3
4,1	0	5495.0	3.3
2,9	0	5556.0	3.3
2,3	0	5673.0	3.3
1,7	0	5900.0	3.3
1,5	0	5901.0	3.3
1,2	0	5749.0	3.3
0,9	0	5582.0	3.3
0,7	0	5310.0	3.3
0,6	0	4969.0	3.3
0,6	0	4693.0	3.3
0,7	0	4551.0	3.3
0,5	0	4514.0	3.3
0,4	0	4501.0	3.3
0,3	0	4580.0	3.3
0,2	0	4809.0	3.3
0,2	0	5398.0	3.3
0,2	0	5969.0	3.3
0,5	0	6079.0	3.3
0,9	0	5998.0	3.3
1,4	0	5882.0	3.3
2	0	5652.0	3.3
3,9	0	5571.0	3.3
2,5	0	5418.0	3.3
1,6	0,5	5660.0	3.3
2,3	0	5583.0	3.3
2,4	0	5687.0	3.3
2,2	0	5765.0	3.3
1,5	0,3	5890.0	3.3
1,5	0,3	5824.0	3.3
1,4	0,1	5720.0	3.3
1,4	0	5499.0	3.3
1,5	0	5178.0	3.3
1,6	0	4856.0	3.3
1,6	0	4593.0	3.3
1,5	0	4470.0	3.3
1,5	0	4475.0	3.3
1,4	0	4484.0	3.3
1,4	0	4534.0	3.3
1,3	0	4731.0	3.3
1,2	0	5349.0	3.3
1,3	0	5952.0	3.3
1,4	0	6063.0	3.3
1,5	0	5919.0	3.3
2	0	5791.0	3.3
2,2	0	5686.0	3.3
2,4	0	5613.0	3.3
3,1	0	5523.0	3.3
2,9	0	5529.0	3.3
3,4	0	5452.0	3.3
3,8	0	5455.0	3.3
3,5	0	5487.0	3.3
3,1	0	5666.0	3.3
2,2	0	5708.0	3.3
1,4	0	5634.0	3.3
1,8	0	5500.0	3.3
1,7	0	5256.0	3.3
0,7	0	4942.0	3.3
-0,4	0	4699.0	3.3
-1,3	0	4569.0	3.3
-1,3	0	4488.0	3.3
-0,7	0	4482.0	3.3
-0,6	0	4590.0	3.3
-0,7	0	4861.0	3.3
-0,8	0	5471.0	3.3
-0,7	0	6057.0	3.3
-0,4	0	6199.0	3.3
0,1	0	6097.0	3.3
0,4	0	5998.0	3.3
1	0	5828.0	3.3
1,7	0	5637.0	3.3
1,8	0	5497.0	3.3
2,5	0	5381.0	3.3
3,1	0	5288.0	3.3
3,3	0	5284.0	3.3
2,6	0	5424.0	3.3
1,5	0	5650.0	3.3
1,2	0	5635.0	3.3
0,9	0	5484.0	3.3
-0,4	0	5333.0	3.3
-0,4	0	5108.0	3.3
-0,4	0	4846.0	3.3
-0,3	0	4671.0	3.3
-0,1	0	4539.0	3.3
-0,1	0	4444.0	3.3
0	0	4417.0	3.3
0	0	4430.0	3.3
0	0	4505.0	3.3
0	0	4667.0	3.3
0,1	0	4839.0	3.3
0,5	0	5159.0	3.3
0,6	0	5458.0	3.3
0,9	0	5519.0	3.3
1,4	0	5461.0	3.3
1,6	0	5367.0	3.3
1,4	0	5296.0	3.3
1,4	0	5197.0	3.3
1,3	0	5151.0	3.3
1,3	0	5156.0	3.3
0,7	0	5346.0	3.3
0,8	0	5543.0	3.3
0,7	0	5494.0	3.3
1,4	0	5270.0	3.3
1,3	0	5110.0	3.3
1,3	0	4921.0	3.3
1,4	0	4723.0	3.3
1,3	0	4503.0	3.3
1,3	0	4370.0	3.3
1,4	0	4285.0	3.3
1,3	0	4266.0	3.3
1,2	0	4278.0	3.3
1,1	0	4307.0	3.3
0,9	0	4357.0	3.3
1,1	0	4439.0	3.3
1,6	0	4681.0	3.3
2,2	0	4893.0	3.3
2,2	0	4958.0	3.3
2,9	0	4934.0	3.3
4,8	0	4833.0	3.3
4,6	0	4760.0	3.3
4,4	0	4757.0	3.3
4,7	0	4778.0	3.3
4,9	0	4812.0	3.3
4,2	0	4925.0	3.3
3,6	0	5162.0	3.3
3,3	0	5225.0	3.3
2,6	0	5151.0	3.3
2,3	0	5024.0	3.3
2,1	0	4794.0	3.3
2,1	0	4507.0	3.3
2	0	4300.0	3.3
2,2	0,4	4199.0	3.3
2,1	0,2	4150.0	3.3
2	0,1	4166.0	3.3
2,1	0	4232.0	3.3
2	0	4493.0	3.3
1,9	0	5095.0	3.3
2,1	0	5667.0	3.3
2,8	0	5741.0	3.3
4,3	0	5552.0	3.3
5,7	0	5357.0	3.3
6,5	0	5195.0	3.3
8,9	0	5036.0	3.3
12	0	4864.0	3.3
13,7	0	4747.0	3.3
13	0	4638.0	3.3
13,2	0	4651.0	3.3
11,4	0	4713.0	3.3
10,9	0	4945.0	3.3
6,5	0	5063.0	3.3
5,8	0	5019.0	3.3
5,4	0	4884.0	3.3
5,2	0	4617.0	3.3
5,2	0	4286.0	3.3
7,9	0	4050.0	3.3
5,1	0	3929.0	3.3
