Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur;Nedbør (1 t)
Oslo - Blindern;SN18700;02.01.2018 22:00;-1,6;0
Oslo - Blindern;SN18700;02.01.2018 23:00;-2,1;0
Oslo - Blindern;SN18700;03.01.2018 00:00;-2,4;0
Oslo - Blindern;SN18700;03.01.2018 01:00;-2,7;0
Oslo - Blindern;SN18700;03.01.2018 02:00;-3,2;0
Oslo - Blindern;SN18700;03.01.2018 03:00;-3,1;0
Oslo - Blindern;SN18700;03.01.2018 04:00;-2,7;0
Oslo - Blindern;SN18700;03.01.2018 05:00;-2,8;0
Oslo - Blindern;SN18700;03.01.2018 06:00;-2,6;0,4
Oslo - Blindern;SN18700;03.01.2018 07:00;-1,5;0
Oslo - Blindern;SN18700;03.01.2018 08:00;-0,9;0
Oslo - Blindern;SN18700;03.01.2018 09:00;-1,2;0,1
Oslo - Blindern;SN18700;03.01.2018 10:00;-1;0,1
Oslo - Blindern;SN18700;03.01.2018 11:00;-0,7;0
Oslo - Blindern;SN18700;03.01.2018 12:00;-0,5;0,1
Oslo - Blindern;SN18700;03.01.2018 13:00;-0,3;0,1
Oslo - Blindern;SN18700;03.01.2018 14:00;-0,4;0,5
Oslo - Blindern;SN18700;03.01.2018 15:00;-0,1;0,2
Oslo - Blindern;SN18700;03.01.2018 16:00;0,1;0,4
Oslo - Blindern;SN18700;03.01.2018 17:00;-0,1;0,2
Oslo - Blindern;SN18700;03.01.2018 18:00;0,2;0,2
Oslo - Blindern;SN18700;03.01.2018 19:00;0,7;0,1
Oslo - Blindern;SN18700;03.01.2018 20:00;0,5;0,1
Oslo - Blindern;SN18700;03.01.2018 21:00;0,3;0,1
Oslo - Blindern;SN18700;03.01.2018 22:00;0,5;0,3
Oslo - Blindern;SN18700;03.01.2018 23:00;0,3;0,4
Oslo - Blindern;SN18700;04.01.2018 00:00;0,3;0,3
Oslo - Blindern;SN18700;04.01.2018 01:00;0,5;0,7
Oslo - Blindern;SN18700;04.01.2018 02:00;0,8;0,4
Oslo - Blindern;SN18700;04.01.2018 03:00;0,5;0,4
Oslo - Blindern;SN18700;04.01.2018 04:00;0,4;0,5
Oslo - Blindern;SN18700;04.01.2018 05:00;0,5;0,2
Oslo - Blindern;SN18700;04.01.2018 06:00;0,8;0,1
Oslo - Blindern;SN18700;04.01.2018 07:00;0,9;0
Oslo - Blindern;SN18700;04.01.2018 08:00;0,9;0
Oslo - Blindern;SN18700;04.01.2018 09:00;0,9;0,4
Oslo - Blindern;SN18700;04.01.2018 10:00;1,1;0
Oslo - Blindern;SN18700;04.01.2018 11:00;1,2;0
Oslo - Blindern;SN18700;04.01.2018 12:00;1,2;0
Oslo - Blindern;SN18700;04.01.2018 13:00;1,5;0
Oslo - Blindern;SN18700;04.01.2018 14:00;1,7;0
Oslo - Blindern;SN18700;04.01.2018 15:00;1,8;0
Oslo - Blindern;SN18700;04.01.2018 16:00;1,4;0
Oslo - Blindern;SN18700;04.01.2018 17:00;1,4;0
Oslo - Blindern;SN18700;04.01.2018 18:00;1,4;0
Oslo - Blindern;SN18700;04.01.2018 19:00;1,2;0,2
Oslo - Blindern;SN18700;04.01.2018 20:00;1,1;0,2
Oslo - Blindern;SN18700;04.01.2018 21:00;0,9;0,1
Oslo - Blindern;SN18700;04.01.2018 22:00;0,9;0
Oslo - Blindern;SN18700;04.01.2018 23:00;0,8;0
Oslo - Blindern;SN18700;05.01.2018 00:00;0,6;0,4
Oslo - Blindern;SN18700;05.01.2018 01:00;0,3;0
Oslo - Blindern;SN18700;05.01.2018 02:00;0,2;0,1
Oslo - Blindern;SN18700;05.01.2018 03:00;0,1;0
Oslo - Blindern;SN18700;05.01.2018 04:00;-0,1;0
Oslo - Blindern;SN18700;05.01.2018 05:00;-0,2;0
Oslo - Blindern;SN18700;05.01.2018 06:00;-0,2;0
Oslo - Blindern;SN18700;05.01.2018 07:00;-0,2;0
Oslo - Blindern;SN18700;05.01.2018 08:00;-0,3;0,1
Oslo - Blindern;SN18700;05.01.2018 09:00;-0,2;0
Oslo - Blindern;SN18700;05.01.2018 10:00;-0,2;0
Oslo - Blindern;SN18700;05.01.2018 11:00;-0,2;0
Oslo - Blindern;SN18700;05.01.2018 12:00;-0,4;0
Oslo - Blindern;SN18700;05.01.2018 13:00;-0,6;0
Oslo - Blindern;SN18700;05.01.2018 14:00;-0,7;0
Oslo - Blindern;SN18700;05.01.2018 15:00;-1;0
Oslo - Blindern;SN18700;05.01.2018 16:00;-1,5;0
Oslo - Blindern;SN18700;05.01.2018 17:00;-1,8;0
Oslo - Blindern;SN18700;05.01.2018 18:00;-2,2;0
Oslo - Blindern;SN18700;05.01.2018 19:00;-2,1;0
Oslo - Blindern;SN18700;05.01.2018 20:00;-2,2;0
Oslo - Blindern;SN18700;05.01.2018 21:00;-2,9;0
Oslo - Blindern;SN18700;05.01.2018 22:00;-3,5;0
Oslo - Blindern;SN18700;05.01.2018 23:00;-3,7;0
Oslo - Blindern;SN18700;06.01.2018 00:00;-4,4;0
Oslo - Blindern;SN18700;06.01.2018 01:00;-4,8;0
Oslo - Blindern;SN18700;06.01.2018 02:00;-4,1;0
Oslo - Blindern;SN18700;06.01.2018 03:00;-3,6;0
Oslo - Blindern;SN18700;06.01.2018 04:00;-3,7;0
Oslo - Blindern;SN18700;06.01.2018 05:00;-4;0
Oslo - Blindern;SN18700;06.01.2018 06:00;-3,6;0
Oslo - Blindern;SN18700;06.01.2018 07:00;-3,3;0
Oslo - Blindern;SN18700;06.01.2018 08:00;-3,2;0
Oslo - Blindern;SN18700;06.01.2018 09:00;-2,3;0
Oslo - Blindern;SN18700;06.01.2018 10:00;-2,9;0
Oslo - Blindern;SN18700;06.01.2018 11:00;-1,9;0
Oslo - Blindern;SN18700;06.01.2018 12:00;-2,3;0
Oslo - Blindern;SN18700;06.01.2018 13:00;-1,3;0
Oslo - Blindern;SN18700;06.01.2018 14:00;-2,1;0
Oslo - Blindern;SN18700;06.01.2018 15:00;-2,8;0
Oslo - Blindern;SN18700;06.01.2018 16:00;-4;0
Oslo - Blindern;SN18700;06.01.2018 17:00;-5,7;0
Oslo - Blindern;SN18700;06.01.2018 18:00;-5,6;0
Oslo - Blindern;SN18700;06.01.2018 19:00;-4,1;0
Oslo - Blindern;SN18700;06.01.2018 20:00;-4,5;0
Oslo - Blindern;SN18700;06.01.2018 21:00;-5;0
Oslo - Blindern;SN18700;06.01.2018 22:00;-4,9;0
Oslo - Blindern;SN18700;06.01.2018 23:00;-5,6;0
Oslo - Blindern;SN18700;07.01.2018 00:00;-6,4;0
Oslo - Blindern;SN18700;07.01.2018 01:00;-7,7;0
Oslo - Blindern;SN18700;07.01.2018 02:00;-8,5;0
Oslo - Blindern;SN18700;07.01.2018 03:00;-9,2;0
Oslo - Blindern;SN18700;07.01.2018 04:00;-10,3;0
Oslo - Blindern;SN18700;07.01.2018 05:00;-11,1;0
Oslo - Blindern;SN18700;07.01.2018 06:00;-11,1;0
Oslo - Blindern;SN18700;07.01.2018 07:00;-10,6;0
Oslo - Blindern;SN18700;07.01.2018 08:00;-10,6;0
Oslo - Blindern;SN18700;07.01.2018 09:00;-11;0
Oslo - Blindern;SN18700;07.01.2018 10:00;-8,9;0
Oslo - Blindern;SN18700;07.01.2018 11:00;-6;0
Oslo - Blindern;SN18700;07.01.2018 12:00;-5,2;0
Oslo - Blindern;SN18700;07.01.2018 13:00;-4,1;0
Oslo - Blindern;SN18700;07.01.2018 14:00;-3,7;0
Oslo - Blindern;SN18700;07.01.2018 15:00;-3,8;0
Oslo - Blindern;SN18700;07.01.2018 16:00;-3,7;0
Oslo - Blindern;SN18700;07.01.2018 17:00;-3,2;0
Oslo - Blindern;SN18700;07.01.2018 18:00;-2,9;0
Oslo - Blindern;SN18700;07.01.2018 19:00;-3,5;0
Oslo - Blindern;SN18700;07.01.2018 20:00;-4,9;0
Oslo - Blindern;SN18700;07.01.2018 21:00;-4,2;0
Oslo - Blindern;SN18700;07.01.2018 22:00;-4,1;0
Oslo - Blindern;SN18700;07.01.2018 23:00;-5;0
Oslo - Blindern;SN18700;08.01.2018 00:00;-4,1;0
Oslo - Blindern;SN18700;08.01.2018 01:00;-3,2;0
Oslo - Blindern;SN18700;08.01.2018 02:00;-3,3;0
Oslo - Blindern;SN18700;08.01.2018 03:00;-4,3;0
Oslo - Blindern;SN18700;08.01.2018 04:00;-4,1;0
Oslo - Blindern;SN18700;08.01.2018 05:00;-4,4;0
Oslo - Blindern;SN18700;08.01.2018 06:00;-3,8;0
Oslo - Blindern;SN18700;08.01.2018 07:00;-3;0
Oslo - Blindern;SN18700;08.01.2018 08:00;-3;0
Oslo - Blindern;SN18700;08.01.2018 09:00;-2,3;0
Oslo - Blindern;SN18700;08.01.2018 10:00;-2;0
Oslo - Blindern;SN18700;08.01.2018 11:00;0,2;0
Oslo - Blindern;SN18700;08.01.2018 12:00;0,2;0
Oslo - Blindern;SN18700;08.01.2018 13:00;1,8;0
Oslo - Blindern;SN18700;08.01.2018 14:00;0,6;0
Oslo - Blindern;SN18700;08.01.2018 15:00;-0,3;0
Oslo - Blindern;SN18700;08.01.2018 16:00;-2,1;0
Oslo - Blindern;SN18700;08.01.2018 17:00;-3,3;0
Oslo - Blindern;SN18700;08.01.2018 18:00;-3,9;0
Oslo - Blindern;SN18700;08.01.2018 19:00;-3,9;0
Oslo - Blindern;SN18700;08.01.2018 20:00;-4,9;0
Oslo - Blindern;SN18700;08.01.2018 21:00;-4,7;0
Oslo - Blindern;SN18700;08.01.2018 22:00;-4,1;0
Oslo - Blindern;SN18700;08.01.2018 23:00;-4,6;0
Oslo - Blindern;SN18700;09.01.2018 00:00;-5,4;0
Oslo - Blindern;SN18700;09.01.2018 01:00;-4,4;0
Oslo - Blindern;SN18700;09.01.2018 02:00;-4,4;0
Oslo - Blindern;SN18700;09.01.2018 03:00;-4,9;0
Oslo - Blindern;SN18700;09.01.2018 04:00;-5,5;0
Oslo - Blindern;SN18700;09.01.2018 05:00;-7,1;0
Oslo - Blindern;SN18700;09.01.2018 06:00;-8,1;0
Oslo - Blindern;SN18700;09.01.2018 07:00;-7,6;0
Oslo - Blindern;SN18700;09.01.2018 08:00;-6,9;0
Oslo - Blindern;SN18700;09.01.2018 09:00;-7,1;0
Oslo - Blindern;SN18700;09.01.2018 10:00;-7,9;0
Oslo - Blindern;SN18700;09.01.2018 11:00;-6,8;0
Oslo - Blindern;SN18700;09.01.2018 12:00;-5,8;0
Oslo - Blindern;SN18700;09.01.2018 13:00;-5,1;0
Oslo - Blindern;SN18700;09.01.2018 14:00;-5,1;0
Oslo - Blindern;SN18700;09.01.2018 15:00;-5,9;0
Oslo - Blindern;SN18700;09.01.2018 16:00;-7,2;0
Oslo - Blindern;SN18700;09.01.2018 17:00;-8;0
Oslo - Blindern;SN18700;09.01.2018 18:00;-8,4;0
Oslo - Blindern;SN18700;09.01.2018 19:00;-8,2;0
Oslo - Blindern;SN18700;09.01.2018 20:00;-8,8;0
Oslo - Blindern;SN18700;09.01.2018 21:00;-7,9;0
Oslo - Blindern;SN18700;09.01.2018 22:00;-7,1;0
Oslo - Blindern;SN18700;09.01.2018 23:00;-8,9;0
Oslo - Blindern;SN18700;10.01.2018 00:00;-9,1;0
Oslo - Blindern;SN18700;10.01.2018 01:00;-9,5;0
Oslo - Blindern;SN18700;10.01.2018 02:00;-9,1;0
Oslo - Blindern;SN18700;10.01.2018 03:00;-8,3;0
Oslo - Blindern;SN18700;10.01.2018 04:00;-8,4;0
Oslo - Blindern;SN18700;10.01.2018 05:00;-2,7;0
Oslo - Blindern;SN18700;10.01.2018 06:00;-1,8;0
Oslo - Blindern;SN18700;10.01.2018 07:00;-1,9;0
Oslo - Blindern;SN18700;10.01.2018 08:00;-0,4;0
Oslo - Blindern;SN18700;10.01.2018 09:00;-0,4;0
Oslo - Blindern;SN18700;10.01.2018 10:00;-0,3;0
Oslo - Blindern;SN18700;10.01.2018 11:00;0,2;0
Oslo - Blindern;SN18700;10.01.2018 12:00;0,2;0
Oslo - Blindern;SN18700;10.01.2018 13:00;0,8;0
Oslo - Blindern;SN18700;10.01.2018 14:00;1,3;0
Oslo - Blindern;SN18700;10.01.2018 15:00;0,9;0
Oslo - Blindern;SN18700;10.01.2018 16:00;0,6;0
Oslo - Blindern;SN18700;10.01.2018 17:00;0,4;0
Oslo - Blindern;SN18700;10.01.2018 18:00;0,2;0,1
Oslo - Blindern;SN18700;10.01.2018 19:00;-0,2;0
Oslo - Blindern;SN18700;10.01.2018 20:00;-1,1;0,6
Oslo - Blindern;SN18700;10.01.2018 21:00;-1,1;0,8
Oslo - Blindern;SN18700;10.01.2018 22:00;-1,2;0,9
Oslo - Blindern;SN18700;10.01.2018 23:00;-1,5;0,5
Oslo - Blindern;SN18700;11.01.2018 00:00;-1,5;0,4
Oslo - Blindern;SN18700;11.01.2018 01:00;-1,4;0,4
Oslo - Blindern;SN18700;11.01.2018 02:00;-1,4;0,4
Oslo - Blindern;SN18700;11.01.2018 03:00;-1,4;0,4
Oslo - Blindern;SN18700;11.01.2018 04:00;-1,4;0,5
Oslo - Blindern;SN18700;11.01.2018 05:00;-1,6;0,6
Oslo - Blindern;SN18700;11.01.2018 06:00;-1,6;0,7
Oslo - Blindern;SN18700;11.01.2018 07:00;-1,7;0,2
Oslo - Blindern;SN18700;11.01.2018 08:00;-1,8;0,1
Oslo - Blindern;SN18700;11.01.2018 09:00;-2;0,1
Oslo - Blindern;SN18700;11.01.2018 10:00;-2,2;0,3
Oslo - Blindern;SN18700;11.01.2018 11:00;-2,1;0,3
Oslo - Blindern;SN18700;11.01.2018 12:00;-2;0,7
Oslo - Blindern;SN18700;11.01.2018 13:00;-1,9;0,6
Oslo - Blindern;SN18700;11.01.2018 14:00;-1,9;0,7
Oslo - Blindern;SN18700;11.01.2018 15:00;-1,7;0,1
Oslo - Blindern;SN18700;11.01.2018 16:00;-2;0,2
Oslo - Blindern;SN18700;11.01.2018 17:00;-2;0,2
Oslo - Blindern;SN18700;11.01.2018 18:00;-2;0,3
Oslo - Blindern;SN18700;11.01.2018 19:00;-2;0,1
Oslo - Blindern;SN18700;11.01.2018 20:00;-2;0
Oslo - Blindern;SN18700;11.01.2018 21:00;-2,7;0
Oslo - Blindern;SN18700;11.01.2018 22:00;-3,3;0
Oslo - Blindern;SN18700;11.01.2018 23:00;-4,2;0
Oslo - Blindern;SN18700;12.01.2018 00:00;-4,9;0
Oslo - Blindern;SN18700;12.01.2018 01:00;-4,9;0
Oslo - Blindern;SN18700;12.01.2018 02:00;-4,5;0
Oslo - Blindern;SN18700;12.01.2018 03:00;-4,3;0
Oslo - Blindern;SN18700;12.01.2018 04:00;-3,7;0
Oslo - Blindern;SN18700;12.01.2018 05:00;-3,5;0
Oslo - Blindern;SN18700;12.01.2018 06:00;-3,4;0
Oslo - Blindern;SN18700;12.01.2018 07:00;-3,3;0
Oslo - Blindern;SN18700;12.01.2018 08:00;-3,2;0
Oslo - Blindern;SN18700;12.01.2018 09:00;-3,2;0
Oslo - Blindern;SN18700;12.01.2018 10:00;-3,3;0
Oslo - Blindern;SN18700;12.01.2018 11:00;-3,1;0
Oslo - Blindern;SN18700;12.01.2018 12:00;-2,9;0
Oslo - Blindern;SN18700;12.01.2018 13:00;-3;0,1
Oslo - Blindern;SN18700;12.01.2018 14:00;-3,1;0,1
Oslo - Blindern;SN18700;12.01.2018 15:00;-3,2;0
Oslo - Blindern;SN18700;12.01.2018 16:00;-3,2;0
Oslo - Blindern;SN18700;12.01.2018 17:00;-3;0
Oslo - Blindern;SN18700;12.01.2018 18:00;-2,9;0
Oslo - Blindern;SN18700;12.01.2018 19:00;-2,8;0,1
Oslo - Blindern;SN18700;12.01.2018 20:00;-2,4;0
Oslo - Blindern;SN18700;12.01.2018 21:00;-2,3;0
Oslo - Blindern;SN18700;12.01.2018 22:00;-2,3;0
Oslo - Blindern;SN18700;12.01.2018 23:00;-2,2;0
Oslo - Blindern;SN18700;13.01.2018 00:00;-2,4;0
Oslo - Blindern;SN18700;13.01.2018 01:00;-2,4;0
Oslo - Blindern;SN18700;13.01.2018 02:00;-2,4;0
Oslo - Blindern;SN18700;13.01.2018 03:00;-2,5;0
Oslo - Blindern;SN18700;13.01.2018 04:00;-2,4;0
Oslo - Blindern;SN18700;13.01.2018 05:00;-2,4;0,1
Oslo - Blindern;SN18700;13.01.2018 06:00;-2,6;0
Oslo - Blindern;SN18700;13.01.2018 07:00;-2,6;0
Oslo - Blindern;SN18700;13.01.2018 08:00;-2,5;0
Oslo - Blindern;SN18700;13.01.2018 09:00;-2,4;0
Oslo - Blindern;SN18700;13.01.2018 10:00;-2,2;0
Oslo - Blindern;SN18700;13.01.2018 11:00;-2;0
Oslo - Blindern;SN18700;13.01.2018 12:00;-1,8;0
Oslo - Blindern;SN18700;13.01.2018 13:00;-1,8;0
Oslo - Blindern;SN18700;13.01.2018 14:00;-2,1;0
Oslo - Blindern;SN18700;13.01.2018 15:00;-2,2;0
Oslo - Blindern;SN18700;13.01.2018 16:00;-2,2;0
Oslo - Blindern;SN18700;13.01.2018 17:00;-2,4;0
Oslo - Blindern;SN18700;13.01.2018 18:00;-2,2;0
Oslo - Blindern;SN18700;13.01.2018 19:00;-2;0
Oslo - Blindern;SN18700;13.01.2018 20:00;-2;0
Oslo - Blindern;SN18700;13.01.2018 21:00;-2,2;0
Oslo - Blindern;SN18700;13.01.2018 22:00;-2,3;0
Oslo - Blindern;SN18700;13.01.2018 23:00;-2,6;0
Oslo - Blindern;SN18700;14.01.2018 00:00;-2,9;0
Oslo - Blindern;SN18700;14.01.2018 01:00;-2,9;0
Oslo - Blindern;SN18700;14.01.2018 02:00;-2,4;0
Oslo - Blindern;SN18700;14.01.2018 03:00;-2,4;0
Oslo - Blindern;SN18700;14.01.2018 04:00;-2,6;0
Oslo - Blindern;SN18700;14.01.2018 05:00;-2,7;0
Oslo - Blindern;SN18700;14.01.2018 06:00;-2,9;0
Oslo - Blindern;SN18700;14.01.2018 07:00;-2,8;0
Oslo - Blindern;SN18700;14.01.2018 08:00;-2,9;0
Oslo - Blindern;SN18700;14.01.2018 09:00;-2,9;0
Oslo - Blindern;SN18700;14.01.2018 10:00;-3;0
Oslo - Blindern;SN18700;14.01.2018 11:00;-3,1;0
Oslo - Blindern;SN18700;14.01.2018 12:00;-3,1;0
Oslo - Blindern;SN18700;14.01.2018 13:00;-3,2;0
Oslo - Blindern;SN18700;14.01.2018 14:00;-3,1;0
Oslo - Blindern;SN18700;14.01.2018 15:00;-3,1;0
Oslo - Blindern;SN18700;14.01.2018 16:00;-3,2;0
Oslo - Blindern;SN18700;14.01.2018 17:00;-3,2;0,1
Oslo - Blindern;SN18700;14.01.2018 18:00;-2,7;0
Oslo - Blindern;SN18700;14.01.2018 19:00;-2,9;0
Oslo - Blindern;SN18700;14.01.2018 20:00;-2,4;0
Oslo - Blindern;SN18700;14.01.2018 21:00;-2;0
Oslo - Blindern;SN18700;14.01.2018 22:00;-2;0,1
Oslo - Blindern;SN18700;14.01.2018 23:00;-2;0,1
Oslo - Blindern;SN18700;15.01.2018 00:00;-2,1;0,1
Oslo - Blindern;SN18700;15.01.2018 01:00;-2;0,1
Oslo - Blindern;SN18700;15.01.2018 02:00;-1,9;0,1
Oslo - Blindern;SN18700;15.01.2018 03:00;-1,9;0,1
Oslo - Blindern;SN18700;15.01.2018 04:00;-2,2;0,1
Oslo - Blindern;SN18700;15.01.2018 05:00;-2,4;0
Oslo - Blindern;SN18700;15.01.2018 06:00;-2,5;0
Oslo - Blindern;SN18700;15.01.2018 07:00;-2,5;0
Oslo - Blindern;SN18700;15.01.2018 08:00;-2,5;0,1
Oslo - Blindern;SN18700;15.01.2018 09:00;-2,5;0
Oslo - Blindern;SN18700;15.01.2018 10:00;-2,4;0
Oslo - Blindern;SN18700;15.01.2018 11:00;-2,4;0,1
Oslo - Blindern;SN18700;15.01.2018 12:00;-2,2;0,3
Oslo - Blindern;SN18700;15.01.2018 13:00;-1,8;0,2
Oslo - Blindern;SN18700;15.01.2018 14:00;-1,7;0,2
Oslo - Blindern;SN18700;15.01.2018 15:00;-1,5;0,1
Oslo - Blindern;SN18700;15.01.2018 16:00;-1,4;0,1
Oslo - Blindern;SN18700;15.01.2018 17:00;-1,7;0,3
Oslo - Blindern;SN18700;15.01.2018 18:00;-1,8;0,4
Oslo - Blindern;SN18700;15.01.2018 19:00;-1,7;0,5
Oslo - Blindern;SN18700;15.01.2018 20:00;-1,7;1,1
Oslo - Blindern;SN18700;15.01.2018 21:00;-1,3;0,7
Oslo - Blindern;SN18700;15.01.2018 22:00;-1,2;1
Oslo - Blindern;SN18700;15.01.2018 23:00;-1;1,3
Oslo - Blindern;SN18700;16.01.2018 00:00;-0,6;0,9
Oslo - Blindern;SN18700;16.01.2018 01:00;-0,5;0,9
Oslo - Blindern;SN18700;16.01.2018 02:00;-0,3;0,6
Oslo - Blindern;SN18700;16.01.2018 03:00;-0,3;0,6
Oslo - Blindern;SN18700;16.01.2018 04:00;-0,3;1,2
Oslo - Blindern;SN18700;16.01.2018 05:00;-0,3;1,3
Oslo - Blindern;SN18700;16.01.2018 06:00;-0,4;1,3
Oslo - Blindern;SN18700;16.01.2018 07:00;-0,3;1,1
Oslo - Blindern;SN18700;16.01.2018 08:00;-0,3;1,1
Oslo - Blindern;SN18700;16.01.2018 09:00;-0,2;0,7
Oslo - Blindern;SN18700;16.01.2018 10:00;-0,1;0,5
Oslo - Blindern;SN18700;16.01.2018 11:00;0;0,4
Oslo - Blindern;SN18700;16.01.2018 12:00;0,1;0,7
Oslo - Blindern;SN18700;16.01.2018 13:00;0,2;0,4
Oslo - Blindern;SN18700;16.01.2018 14:00;0,2;0,4
Oslo - Blindern;SN18700;16.01.2018 15:00;0,3;0,2
Oslo - Blindern;SN18700;16.01.2018 16:00;0,4;0,1
Oslo - Blindern;SN18700;16.01.2018 17:00;0,2;0
Oslo - Blindern;SN18700;16.01.2018 18:00;0,3;0
Oslo - Blindern;SN18700;16.01.2018 19:00;0,2;0
Oslo - Blindern;SN18700;16.01.2018 20:00;0,2;0
Oslo - Blindern;SN18700;16.01.2018 21:00;0,1;0
Oslo - Blindern;SN18700;16.01.2018 22:00;0,1;0
Oslo - Blindern;SN18700;16.01.2018 23:00;0,1;0
Oslo - Blindern;SN18700;17.01.2018 00:00;0,2;0
Oslo - Blindern;SN18700;17.01.2018 01:00;0,5;0
Oslo - Blindern;SN18700;17.01.2018 02:00;0,5;0
Oslo - Blindern;SN18700;17.01.2018 03:00;0,4;0
Oslo - Blindern;SN18700;17.01.2018 04:00;0,3;0,1
Oslo - Blindern;SN18700;17.01.2018 05:00;0,1;0,2
Oslo - Blindern;SN18700;17.01.2018 06:00;0;0,1
Oslo - Blindern;SN18700;17.01.2018 07:00;0,1;0
Oslo - Blindern;SN18700;17.01.2018 08:00;-0,2;0
Oslo - Blindern;SN18700;17.01.2018 09:00;-0,2;0
Oslo - Blindern;SN18700;17.01.2018 10:00;-0,1;0
Oslo - Blindern;SN18700;17.01.2018 11:00;0,3;0,1
Oslo - Blindern;SN18700;17.01.2018 12:00;0,5;0,3
Oslo - Blindern;SN18700;17.01.2018 13:00;0,7;0,4
Oslo - Blindern;SN18700;17.01.2018 14:00;0,4;0
Oslo - Blindern;SN18700;17.01.2018 15:00;0,2;0
Oslo - Blindern;SN18700;17.01.2018 16:00;-0,2;0
Oslo - Blindern;SN18700;17.01.2018 17:00;0,1;0
Oslo - Blindern;SN18700;17.01.2018 18:00;-0,3;0
Oslo - Blindern;SN18700;17.01.2018 19:00;-0,5;0
Oslo - Blindern;SN18700;17.01.2018 20:00;-0,3;0
Oslo - Blindern;SN18700;17.01.2018 21:00;-0,5;0
Oslo - Blindern;SN18700;17.01.2018 22:00;-0,4;0
Oslo - Blindern;SN18700;17.01.2018 23:00;-0,7;0
Oslo - Blindern;SN18700;18.01.2018 00:00;-1;0
Oslo - Blindern;SN18700;18.01.2018 01:00;-1,5;0
Oslo - Blindern;SN18700;18.01.2018 02:00;-1,9;0,1
Oslo - Blindern;SN18700;18.01.2018 03:00;-2,3;0
Oslo - Blindern;SN18700;18.01.2018 04:00;-2,4;0,1
Oslo - Blindern;SN18700;18.01.2018 05:00;-2,6;0
Oslo - Blindern;SN18700;18.01.2018 06:00;-2,8;0
Oslo - Blindern;SN18700;18.01.2018 07:00;-2,8;0
Oslo - Blindern;SN18700;18.01.2018 08:00;-2,9;0,1
Oslo - Blindern;SN18700;18.01.2018 09:00;-3,1;0,1
Oslo - Blindern;SN18700;18.01.2018 10:00;-3,1;0,2
Oslo - Blindern;SN18700;18.01.2018 11:00;-3,1;0,1
Oslo - Blindern;SN18700;18.01.2018 12:00;-2,9;0
Oslo - Blindern;SN18700;18.01.2018 13:00;-2,8;0
Oslo - Blindern;SN18700;18.01.2018 14:00;-2,8;0,1
Oslo - Blindern;SN18700;18.01.2018 15:00;-2,9;0
Oslo - Blindern;SN18700;18.01.2018 16:00;-2,9;0
Oslo - Blindern;SN18700;18.01.2018 17:00;-2,9;0
Oslo - Blindern;SN18700;18.01.2018 18:00;-2,9;0
Oslo - Blindern;SN18700;18.01.2018 19:00;-3;0
Oslo - Blindern;SN18700;18.01.2018 20:00;-4,1;0
Oslo - Blindern;SN18700;18.01.2018 21:00;-4,8;0
Oslo - Blindern;SN18700;18.01.2018 22:00;-4,7;0
Oslo - Blindern;SN18700;18.01.2018 23:00;-4,3;0
Oslo - Blindern;SN18700;19.01.2018 00:00;-4,2;0
Oslo - Blindern;SN18700;19.01.2018 01:00;-5,1;0
Oslo - Blindern;SN18700;19.01.2018 02:00;-5,6;0
Oslo - Blindern;SN18700;19.01.2018 03:00;-4,9;0
Oslo - Blindern;SN18700;19.01.2018 04:00;-4,1;0
Oslo - Blindern;SN18700;19.01.2018 05:00;-3,8;0
Oslo - Blindern;SN18700;19.01.2018 06:00;-3,9;0
Oslo - Blindern;SN18700;19.01.2018 07:00;-3,8;0
Oslo - Blindern;SN18700;19.01.2018 08:00;-3,7;0
Oslo - Blindern;SN18700;19.01.2018 09:00;-3,5;0
Oslo - Blindern;SN18700;19.01.2018 10:00;-3,3;0
Oslo - Blindern;SN18700;19.01.2018 11:00;-3;0
Oslo - Blindern;SN18700;19.01.2018 12:00;-3;0
Oslo - Blindern;SN18700;19.01.2018 13:00;-2,5;0
Oslo - Blindern;SN18700;19.01.2018 14:00;-2,2;0,1
Oslo - Blindern;SN18700;19.01.2018 15:00;-2;0,1
Oslo - Blindern;SN18700;19.01.2018 16:00;-1,8;0
Oslo - Blindern;SN18700;19.01.2018 17:00;-1,9;0
Oslo - Blindern;SN18700;19.01.2018 18:00;-1,8;0,4
Oslo - Blindern;SN18700;19.01.2018 19:00;-1,6;0,5
Oslo - Blindern;SN18700;19.01.2018 20:00;-1,5;0,4
Oslo - Blindern;SN18700;19.01.2018 21:00;-1,7;0
Oslo - Blindern;SN18700;19.01.2018 22:00;-1,5;0
Oslo - Blindern;SN18700;19.01.2018 23:00;-1,6;0
Oslo - Blindern;SN18700;20.01.2018 00:00;-1,7;0
Oslo - Blindern;SN18700;20.01.2018 01:00;-1,6;0
Oslo - Blindern;SN18700;20.01.2018 02:00;-2;0
Oslo - Blindern;SN18700;20.01.2018 03:00;-3,1;0
Oslo - Blindern;SN18700;20.01.2018 04:00;-3,3;0
Oslo - Blindern;SN18700;20.01.2018 05:00;-2,9;0
Oslo - Blindern;SN18700;20.01.2018 06:00;-2,4;0
Oslo - Blindern;SN18700;20.01.2018 07:00;-1,9;0
Oslo - Blindern;SN18700;20.01.2018 08:00;-1,8;0
Oslo - Blindern;SN18700;20.01.2018 09:00;-1,8;0
